record_id,year,region,district,school_name,school_type,rainfall_mm,average_temperature_c,attendance_rate_pct,graduation_rate_pct,teacher_student_ratio,electricity_outage_days
1757,2020,Volta,Ho,UCC Practice School,private,49.8,37.1,74.3,82.4,0.049,5
1758,2019,Greater Accra,Kasoa East,UCC Practice School,public,35.8,23.3,77.7,83.8,0.055,4
1759,2019,Upper East,Navrongo,UCC Practice School,public,22.5,31.1,87.4,85.2,0.03,6
1760,2022,Greater Accra,Kasoa East,Mfantsipim School,private,97.4,27.9,72.6,87.4,0.052,10
1761,2019,Upper East,Navrongo,St Augustine's College,mission,59.9,31,64.6,84.4,0.045,5
1762,2020,Western,Sekondi-Takoradi,Apam SHS,mission,51,28.3,89.2,99,0.048,5
1763,2024,Volta,Kpando,Ghana National College,public,22.3,31.8,83.4,75.1,0.048,6
1764,2021,Savannah,Sawla,Apam SHS,mission,44.9,34.5,66.4,75.6,0.047,6
1765,2018,Greater Accra,Accra,Cape Coast Technical University,public,33.7,26.8,82.2,86,0.053,2
1766,2018,Western North,Sefwi Wiawso,Wesley Girls,private,35,26.1,74.9,84.5,0.03,4
1767,2024,Volta,Keta,Ghana National College,private,45.7,25.7,70.9,89.8,0.035,7
1768,2022,Bono East,Nkoranza,Ghana National College,private,27.3,24.8,77.8,73.2,0.053,5
1769,2024,Ahafo,Tano North,St Augustine's College,public,49.7,27.1,76.9,89.7,0.04,0
1770,2024,Northern,Tolon,Adisadel College,private,127,27.5,75.9,79,0.038,3
1771,2021,Ahafo,Goaso,UCC Practice School,mission,42.7,29.3,75.7,76.7,0.042,5
1772,2020,Upper East,Navrongo,St Augustine's College,public,71.6,27.6,67.2,81.4,0.035,3
1773,2020,Upper East,Bawku,Adisadel College,mission,35,27.4,77.6,83.1,0.044,4
1774,2025,Central,Cape Coast,St Augustine's College,private,43,29.5,71.4,97.8,0.052,4
1775,2022,Western,Axim,Apam SHS,public,59.6,28.4,69.1,85.1,0.038,0
1776,2024,Oti,Kadjebi,Adisadel College,public,85.3,32.3,71.3,86.3,0.032,1
1777,2019,Upper West,Lawra,Wesley Girls,public,61.3,32.2,68.9,79.2,0.031,5
1778,2021,Volta,Kpando,Cape Coast Technical University,private,53.3,27.3,70.9,80.3,0.047,6
1779,2018,Northern,Yendi,Wesley Girls,public,52.8,25.4,70.2,73,0.028,5
1780,2021,Western,Axim,Mfantsipim School,public,23.7,28.2,60.7,80.7,0.029,2
1781,2024,Ashanti,Mampong,UCC Practice School,private,17.5,28.2,79.4,75.7,0.054,0
1782,2022,Western North,Sefwi Wiawso,Mfantsipim School,private,84.5,34.8,72.3,75.4,0.046,3
1783,2019,Central,Mfantsiman,Apam SHS,mission,82.3,28.9,76.3,84,0.032,2
1784,2025,Savannah,Damongo,Adisadel College,mission,49.5,28.2,78.8,80.7,0.045,4
1785,2023,Savannah,Salaga,Ghana National College,mission,175.8,23.4,75.5,78.2,0.043,5
1786,2025,Savannah,Salaga,UCC Practice School,public,15.5,30.9,80.1,81.3,0.049,4
1787,2024,Ahafo,Asunafo North,Mfantsipim School,private,64.4,28.3,76.1,86.5,0.039,4
1788,2021,Ashanti,Kumasi,St Augustine's College,mission,45.9,31.5,78.7,87.8,0.027,4
1789,2019,Ahafo,Asunafo North,Wesley Girls,mission,66.2,33.1,65,72.4,0.039,4
1790,2025,Western,Sekondi-Takoradi,Mfantsipim School,private,23.5,26.4,76.9,86.5,0.047,4
1791,2024,Bono,Sunyani,Mfantsipim School,public,54.1,31.6,76.1,88.4,0.054,2
1792,2024,Bono East,Atebubu,Mfantsipim School,private,27.4,30.9,74.8,95.3,0.051,3
1793,2021,Ahafo,Asunafo North,St Augustine's College,private,79.9,27.7,76.2,86.3,0.027,4
1794,2018,Oti,Kadjebi,St Augustine's College,private,51,26,67.4,67.8,0.033,6
1795,2020,Ahafo,Asunafo North,Mfantsipim School,public,66.5,26.1,74.7,86.8,0.042,4
1796,2021,Ashanti,Kumasi,Ghana National College,mission,31.7,27.6,77,90.1,0.028,1
1797,2024,Volta,Ho,Cape Coast Technical University,mission,18.8,29.2,87.2,93.5,0.044,2
1798,2020,Bono East,Kintampo,Cape Coast Technical University,public,59.9,32.1,76.3,91.6,0.039,4
1799,2020,Upper West,Jirapa,Cape Coast Technical University,private,62.5,32.4,70.6,89.6,0.046,8
1800,2020,Ashanti,Mampong,UCC Practice School,private,38.7,28.2,62,78.6,0.033,5
1801,2024,Ashanti,Obuasi,Ghana National College,mission,56.7,24.9,75.4,84,0.032,7
1802,2024,North East,Walewale,UCC Practice School,mission,48.3,26.6,79.4,80,0.053,0
1803,2022,Savannah,Bole,St Augustine's College,private,93.8,28.3,75.5,76.5,0.036,6
1804,2018,North East,Chereponi,UCC Practice School,public,14.5,27.4,84.1,80.4,0.055,6
1805,2020,Greater Accra,Tema,St Augustine's College,mission,100.4,32.8,66.9,85.7,0.031,6
1806,2018,Savannah,Damongo,UCC Practice School,public,54.6,27.4,69.9,76,0.048,5
1807,2024,Bono East,Kintampo,Wesley Girls,public,33.7,23.5,91.9,89.7,0.032,3
1808,2024,Greater Accra,Kasoa East,Ghana National College,private,69.6,31.9,76.5,86.4,0.047,1
1809,2021,Volta,Kpando,Cape Coast Technical University,public,49.8,30.9,73.7,86,0.034,3
1810,2023,Eastern,Nsawam,Apam SHS,private,57.7,26.3,74.1,91,0.036,6
1811,2018,Greater Accra,Madina,UCC Practice School,public,37.7,28.7,72.3,84.7,0.045,1
1812,2019,Ahafo,Tano North,Mfantsipim School,mission,67.6,26.6,82.9,86.5,0.027,5
1813,2020,Western,Sekondi-Takoradi,Adisadel College,private,29.2,34.1,71,91.2,0.034,3
1814,2021,Central,Komenda,UCC Practice School,private,47.1,24.2,75.1,77.5,0.051,4
1815,2020,Central,Mfantsiman,Wesley Girls,private,69.9,26.2,68.5,80.9,0.035,1
1816,2020,Greater Accra,Accra,Cape Coast Technical University,private,16.3,27.7,55.4,75,0.054,3
1817,2021,Bono East,Kintampo,Wesley Girls,mission,123,30.3,72,84.6,0.031,3
1818,2021,Upper West,Jirapa,Apam SHS,private,45.1,32,75.9,85.7,0.047,3
1819,2022,Ahafo,Tano North,Cape Coast Technical University,private,36.6,31.6,75.4,74.9,0.031,2
1820,2025,Bono,Berekum,Mfantsipim School,mission,49.4,30.5,88.4,78.7,0.049,3
1821,2022,Volta,Keta,UCC Practice School,public,33,23.9,78.1,78.2,0.033,3
1822,2022,Bono East,Techiman,Apam SHS,mission,83.2,27,79.9,84.5,0.052,7
1823,2018,Central,Kasoa,Mfantsipim School,public,43.6,30.2,92.3,81.3,0.045,3
1824,2019,Western,Tarkwa,St Augustine's College,private,111.4,30.5,81.4,75.5,0.052,3
1825,2019,Volta,Hohoe,Ghana National College,private,48.9,26.7,69.7,75.7,0.045,5
1826,2018,Upper East,Bawku,Apam SHS,public,33.8,27.4,70.3,78.9,0.05,4
1827,2022,North East,Walewale,UCC Practice School,private,28.3,28.1,66.8,75.1,0.052,7
1828,2019,North East,Chereponi,Apam SHS,mission,110,32.9,84.4,88.9,0.04,2
1829,2022,Upper East,Bolgatanga,UCC Practice School,mission,81.5,29.3,94.7,92.5,0.046,5
1830,2024,Ashanti,Kumasi,Apam SHS,mission,120.4,26,78.8,93.2,0.027,3
1831,2024,Oti,Kadjebi,St Augustine's College,public,59.9,26.5,74.5,85.2,0.041,5
1832,2021,Bono East,Techiman,Ghana National College,public,59,28.7,88.6,81.8,0.033,7
1833,2018,Volta,Keta,UCC Practice School,public,70.7,24.9,84.7,87.5,0.03,3
1834,2022,Ashanti,Kumasi,Ghana National College,private,26.6,26,70.6,81.3,0.055,6
1835,2024,Central,Kasoa,Apam SHS,public,70.3,29.6,76.2,88,0.055,3
1836,2018,Bono East,Kintampo,Apam SHS,mission,65.7,29.4,78.2,87.2,0.033,1
1837,2024,Ashanti,Ejisu,UCC Practice School,public,28.7,32.9,74.6,84.8,0.053,2
1838,2020,Upper West,Wa,Adisadel College,mission,110.9,26.2,71.9,89.5,0.053,2
1839,2018,Bono,Berekum,Wesley Girls,private,65.5,29.5,82.8,93.9,0.055,4
1840,2018,Western,Tarkwa,Adisadel College,public,14.5,33.2,88.2,82.4,0.038,0
1841,2024,Bono,Berekum,Mfantsipim School,mission,60.2,31.9,85.5,79.7,0.054,2
1842,2022,Western North,Sefwi Wiawso,Adisadel College,mission,49.4,33.6,82.6,76.6,0.049,0
1843,2018,Volta,Hohoe,Apam SHS,public,121.4,24.6,89.3,91.1,0.048,6
1844,2023,Greater Accra,Kasoa East,Adisadel College,private,31.5,30.8,73.5,76,0.034,4
1845,2023,Bono East,Atebubu,Wesley Girls,public,61.3,25.5,73.5,79.6,0.041,3
1846,2020,Ahafo,Asunafo North,Apam SHS,private,51.6,35.8,81.3,89,0.049,3
1847,2024,Central,Kasoa,UCC Practice School,mission,91.4,31.7,79.7,92.3,0.051,2
1848,2025,Eastern,Nsawam,Apam SHS,public,32.3,31.2,72.3,79.3,0.032,6
1849,2021,Eastern,Suhum,Apam SHS,public,56,27.1,74.8,92.9,0.035,3
1850,2024,Western,Tarkwa,Adisadel College,mission,38.3,30,74.3,81,0.031,3
1851,2023,Volta,Keta,Wesley Girls,private,34.7,30.3,75.4,93.1,0.031,5
1852,2024,Upper East,Bawku,Wesley Girls,public,87.7,27.2,80.6,78.2,0.033,4
1853,2024,Oti,Nkwanta South,Wesley Girls,public,36.3,29.2,77.2,84,0.053,1
1854,2019,Savannah,Salaga,Wesley Girls,public,59.7,21.8,60.5,76.2,0.037,6
1855,2025,Ashanti,Ejisu,Adisadel College,private,70.6,34.3,78.2,88.7,0.041,2
1856,2024,Central,Mfantsiman,St Augustine's College,mission,17,30.6,79.4,81.4,0.027,2
1857,2021,Bono East,Nkoranza,St Augustine's College,mission,183.7,27.6,80.7,89,0.048,5
1858,2018,Volta,Ho,Cape Coast Technical University,mission,33.1,31.2,78.7,87.3,0.035,6
1859,2023,Savannah,Sawla,Mfantsipim School,private,83.7,24.1,79.5,93.8,0.047,8
1860,2020,Central,Komenda,Wesley Girls,private,150.5,31.9,60.1,70.5,0.032,2
1861,2020,Greater Accra,Kasoa East,Apam SHS,mission,60.7,28.6,76.9,86.6,0.037,5
1862,2021,Bono,Berekum,Apam SHS,public,39.2,24,77.8,93.5,0.041,5
1863,2022,Volta,Hohoe,St Augustine's College,private,18.8,29,83.1,89.7,0.045,4
1864,2019,Western North,Bodi,Mfantsipim School,mission,80.6,31.6,83.8,93.6,0.031,1
1865,2018,North East,Chereponi,UCC Practice School,mission,60.6,31.2,74.4,76.2,0.039,2
1866,2018,Savannah,Salaga,Adisadel College,public,65.7,29.1,90.1,78.9,0.027,2
1867,2024,Upper East,Navrongo,Apam SHS,public,69.3,29.1,78.5,88.4,0.03,2
1868,2025,Western North,Bodi,Cape Coast Technical University,private,17.1,25.7,80,89,0.036,6
1869,2021,Upper East,Bolgatanga,UCC Practice School,private,41.6,28.8,77.1,76.2,0.054,2
1870,2020,Northern,Tolon,Apam SHS,mission,82.4,30.4,69.7,79.7,0.052,3
1871,2020,Ahafo,Asutifi South,Mfantsipim School,private,110.3,32.9,74.1,80.5,0.042,7
1872,2022,Ahafo,Goaso,Apam SHS,public,82.9,25.4,79.7,84.3,0.044,9
1873,2025,Northern,Savelugu,St Augustine's College,private,164.2,27.6,79.4,82.6,0.035,4
1874,2019,Volta,Keta,Cape Coast Technical University,private,94.6,30.2,76.2,83.5,0.046,4
1875,2024,Western,Tarkwa,Mfantsipim School,private,65.9,23.2,68.1,89.4,0.033,5
1876,2018,Oti,Nkwanta South,Mfantsipim School,private,51.3,27.7,70.1,85.9,0.026,1
1877,2021,Ahafo,Asutifi South,Cape Coast Technical University,public,30.7,33.6,91.1,85,0.054,5
1878,2024,Ashanti,Mampong,Cape Coast Technical University,private,138.3,25.3,76,94.8,0.037,2
1879,2022,Bono,Dormaa,Apam SHS,public,35.3,30.6,86.1,85.5,0.042,6
1880,2025,Greater Accra,Kasoa East,Mfantsipim School,private,65.4,29.2,94.7,89.9,0.029,4
1881,2019,Oti,Nkwanta South,St Augustine's College,mission,109.6,29.3,66,79.8,0.042,1
1882,2018,Bono,Wenchi,Apam SHS,private,91.3,30.4,68.7,79.2,0.053,3
1883,2019,Northern,Tolon,Cape Coast Technical University,public,33.7,27.4,77.6,83,0.052,3
1884,2018,Ashanti,Kumasi,Apam SHS,public,30.1,28.4,71.6,71.4,0.043,3
1885,2023,Bono,Dormaa,Apam SHS,mission,40.6,28.8,77.1,80.3,0.051,7
1886,2025,Northern,Yendi,Wesley Girls,mission,36.8,31.2,71.1,96.1,0.037,5
1887,2019,Eastern,Suhum,UCC Practice School,public,52.7,30.5,74,84.3,0.032,7
1888,2019,Savannah,Bole,Adisadel College,public,53.6,29.3,77.3,82.6,0.039,4
1889,2023,Upper East,Navrongo,Wesley Girls,private,55.9,26.9,70.2,87.2,0.05,4
1890,2021,Savannah,Bole,Ghana National College,public,64,26.6,78.2,81.1,0.047,2
1891,2024,Northern,Tamale,Wesley Girls,public,50.7,25.5,72.3,85.8,0.038,2
1892,2024,Western,Sekondi-Takoradi,Apam SHS,mission,47.5,27,74,91.3,0.036,2
1893,2022,Volta,Kpando,UCC Practice School,public,30.3,29.9,81.9,86.6,0.055,7
1894,2020,Central,Komenda,Cape Coast Technical University,mission,64.8,32.7,78.4,73.6,0.034,4
1895,2019,Bono East,Nkoranza,Adisadel College,private,89.9,29.4,81,82.1,0.035,4
1896,2021,Ashanti,Mampong,Apam SHS,mission,51.7,27,80.5,87.7,0.036,6
1897,2024,Upper East,Paga,UCC Practice School,private,113.4,29,67.6,83.5,0.049,6
1898,2025,Ahafo,Tano North,Mfantsipim School,mission,84,27.3,74.6,87.1,0.051,6
1899,2023,Savannah,Salaga,Wesley Girls,mission,67.6,31,71.9,72.5,0.033,6
1900,2020,Central,Komenda,UCC Practice School,private,36.1,25.5,77,85.9,0.038,0
1901,2022,Ahafo,Tano North,St Augustine's College,public,64.9,31.5,74.2,80.9,0.052,5
1902,2022,Western North,Sefwi Wiawso,Cape Coast Technical University,mission,8.2,30.7,82,83.9,0.035,2
1903,2019,Eastern,Suhum,Apam SHS,public,123.5,27,82.5,81.1,0.038,0
1904,2025,Savannah,Damongo,Ghana National College,public,47.4,26.9,72.8,87.5,0.043,7
1905,2023,Eastern,Koforidua,Mfantsipim School,public,45.4,27.8,73.1,84.4,0.045,3
1906,2024,Volta,Hohoe,Mfantsipim School,private,41.2,30.4,85.3,90,0.035,3
1907,2025,Greater Accra,Tema,Mfantsipim School,mission,49.2,26.3,87,92.8,0.043,3
1908,2025,Northern,Yendi,Wesley Girls,mission,75.2,25,79.8,79.2,0.047,5
1909,2025,Eastern,Suhum,Apam SHS,public,108.9,28.4,68.9,86.5,0.029,3
1910,2025,Upper West,Jirapa,Apam SHS,mission,32.1,31.1,82.9,91.3,0.056,9
1911,2024,Bono,Dormaa,St Augustine's College,public,90.2,24.2,82.1,83.7,0.054,6
1912,2025,Western North,Bodi,UCC Practice School,private,44.5,22,87.1,92.7,0.031,1
1913,2025,North East,Bunkpurugu,Cape Coast Technical University,private,88.3,30.9,73.2,81.4,0.036,2
1914,2023,Western North,Sefwi Wiawso,Cape Coast Technical University,mission,22.9,29.4,90.3,77.8,0.035,3
1915,2018,Central,Komenda,Adisadel College,public,88.2,28.9,66.6,82.1,0.027,6
1916,2025,North East,Chereponi,Ghana National College,private,55.8,28.3,83.2,80.2,0.041,6
1917,2022,North East,Walewale,St Augustine's College,mission,26.6,29,83.9,85.5,0.031,7
1918,2021,Bono,Berekum,Wesley Girls,public,22.7,31,84.6,94.8,0.03,3
1919,2025,Greater Accra,Kasoa East,Ghana National College,public,62,33.7,61.6,77.7,0.032,5
1920,2019,Western North,Sefwi Wiawso,UCC Practice School,mission,62.7,30.4,65.8,88.8,0.049,9
1921,2022,Bono East,Atebubu,Apam SHS,public,28.5,26.7,82.1,82.4,0.03,7
1922,2019,Northern,Tamale,St Augustine's College,mission,107.1,28.2,82.5,88.1,0.045,4
1923,2024,Greater Accra,Tema,Adisadel College,mission,65.4,29,73.5,84.1,0.035,7
1924,2018,Oti,Nkwanta South,Adisadel College,private,110.3,30,74.3,81.6,0.028,2
1925,2022,Ashanti,Mampong,Mfantsipim School,private,24,30,75.8,82.1,0.055,4
1926,2019,Ahafo,Asunafo North,Mfantsipim School,mission,58.1,29.6,72.1,75.8,0.045,2
1927,2025,Eastern,Akim Oda,Adisadel College,public,84.2,33.4,94.6,92.4,0.032,5
1928,2021,Western,Tarkwa,Mfantsipim School,private,52.1,30.7,84.4,92.3,0.041,4
1929,2024,Eastern,Nsawam,Mfantsipim School,public,49.6,25.6,69.3,66.8,0.038,3
1930,2025,Western North,Sefwi Wiawso,Adisadel College,mission,98.3,28.9,81.8,90.1,0.031,3
1931,2022,Oti,Dambai,Ghana National College,mission,43.2,32.4,68.5,74.1,0.054,3
1932,2018,Central,Cape Coast,Cape Coast Technical University,public,32.8,27.5,76,89.2,0.051,5
1933,2020,Western,Shama,UCC Practice School,private,45.4,27.4,69.8,75,0.037,3
1934,2020,Ashanti,Mampong,Apam SHS,private,58.9,28.6,63.7,80.1,0.05,3
1935,2019,Western,Sekondi-Takoradi,Adisadel College,private,116.7,28.5,78.6,73.3,0.032,1
1936,2022,Northern,Yendi,UCC Practice School,private,21.2,28.1,77.1,79,0.029,1
1937,2022,Eastern,Suhum,Mfantsipim School,public,65.2,27.5,79.3,91.5,0.042,3
1938,2024,Bono East,Kintampo,UCC Practice School,private,57.1,32.5,65.5,83.1,0.038,5
1939,2024,Greater Accra,Kasoa East,Ghana National College,public,54.1,29.9,96.1,92.9,0.028,5
1940,2018,Volta,Kpando,Mfantsipim School,private,40.1,26.3,74.5,82.4,0.045,6
1941,2020,Western North,Juaboso,Wesley Girls,private,26.1,25.4,85.2,87.2,0.05,1
1942,2025,Northern,Tolon,Mfantsipim School,public,77,28.3,76.1,92.1,0.042,6
1943,2023,North East,Bunkpurugu,St Augustine's College,public,63.6,30,76.5,82.5,0.028,2
1944,2021,Ahafo,Asutifi South,St Augustine's College,public,24.1,29.7,70.2,81.3,0.037,3
1945,2023,Bono,Sunyani,Cape Coast Technical University,mission,28.4,30,94.3,95.8,0.034,2
1946,2020,Oti,Dambai,Cape Coast Technical University,public,118.2,31.1,94.4,88.9,0.031,2
1947,2022,Ashanti,Obuasi,Cape Coast Technical University,mission,85.1,28.4,72.3,79.5,0.041,6
1948,2021,Bono,Berekum,Cape Coast Technical University,public,117.2,32.9,77.7,82.1,0.028,4
1949,2025,Upper West,Jirapa,Cape Coast Technical University,public,51.9,28.2,77,82.4,0.028,3
1950,2024,Central,Kasoa,Apam SHS,public,52,26.9,87,80.2,0.049,8
1951,2021,Eastern,Suhum,Mfantsipim School,mission,77.8,21.4,90.8,78.3,0.039,7
1952,2018,Bono,Dormaa,Mfantsipim School,mission,27,31.4,66.7,79.8,0.048,3
1953,2023,Ashanti,Kumasi,Wesley Girls,mission,85.9,25.3,59.1,79.7,0.036,3
1954,2025,Central,Kasoa,Ghana National College,public,122.7,32.7,72,86.9,0.037,4
1955,2019,Upper West,Tumu,Ghana National College,public,41,20.9,69.5,74.7,0.039,5
1956,2019,Bono East,Techiman,Wesley Girls,mission,37,29.4,74.5,91.5,0.035,4
1957,2018,Central,Cape Coast,Adisadel College,mission,45.5,26.1,81.8,74.1,0.043,7
1958,2024,Oti,Dambai,Apam SHS,public,47.7,30.3,86,91,0.028,5
1959,2022,Bono East,Nkoranza,Mfantsipim School,private,57.1,27,76.6,83.5,0.043,3
1960,2022,Bono East,Nkoranza,Mfantsipim School,mission,29.1,33,84.4,84.9,0.047,1
1961,2019,Western,Axim,St Augustine's College,public,41.3,25.6,74.7,76.3,0.055,5
1962,2020,North East,Chereponi,St Augustine's College,private,66.1,29.5,87.1,85.7,0.045,6
1963,2018,Western North,Bibiani,Adisadel College,private,78.2,29.6,66.4,78.1,0.047,2
1964,2020,Western North,Bibiani,Ghana National College,mission,84.4,27.2,77.4,89.8,0.044,3
1965,2018,Eastern,Akim Oda,Ghana National College,public,40.5,31.5,62.2,74.4,0.054,5
1966,2018,Western,Tarkwa,UCC Practice School,public,30.7,25.5,79.8,80.7,0.05,4
1967,2019,Ashanti,Ejisu,Apam SHS,mission,58.1,30,79.1,86.6,0.044,5
1968,2019,Bono,Berekum,Cape Coast Technical University,mission,29.5,31,65.3,77.5,0.036,5
1969,2023,Western,Shama,Cape Coast Technical University,public,17.6,26.3,78.6,78,0.036,4
1970,2020,North East,Walewale,Ghana National College,private,86.2,31.6,79.8,73.2,0.048,4
1971,2022,Ahafo,Goaso,Apam SHS,mission,99.6,28.4,84.6,96.3,0.053,5
1972,2021,Upper West,Tumu,Mfantsipim School,public,48.8,26.8,88,88.3,0.055,5
1973,2023,Eastern,Nsawam,Apam SHS,private,42.8,28.9,77.4,92.9,0.034,3
1974,2020,Western North,Bibiani,St Augustine's College,private,40.7,26.1,80.1,85.8,0.044,2
1975,2024,Bono,Berekum,Cape Coast Technical University,private,33.2,28.3,66.6,85.7,0.047,4
1976,2018,Northern,Tamale,Cape Coast Technical University,private,83.9,23.4,77.2,93.8,0.038,6
1977,2021,Oti,Jasikan,Mfantsipim School,private,27.3,31.6,80.4,90.5,0.03,4
1978,2021,Upper West,Lawra,Adisadel College,public,55.4,31.3,73.8,92,0.035,4
1979,2025,Savannah,Sawla,UCC Practice School,public,32.4,35.4,78,92.6,0.041,4
1980,2025,Ahafo,Asutifi South,Wesley Girls,private,54.9,28.5,80.3,79.3,0.03,4
1981,2023,Volta,Hohoe,Wesley Girls,public,40.7,30.6,67.7,79.7,0.035,2
1982,2021,Ashanti,Kumasi,Ghana National College,public,24.1,28.7,82.2,92.9,0.034,1
1983,2023,Eastern,Nsawam,UCC Practice School,public,36.5,30,79.7,80.5,0.037,4
1984,2021,Upper East,Bolgatanga,St Augustine's College,mission,35.9,34,74.6,82.7,0.046,5
1985,2023,Bono East,Atebubu,Adisadel College,private,24.2,31.5,84.7,85.7,0.04,4
1986,2023,Upper East,Bolgatanga,Apam SHS,private,30.7,30.1,74.5,82.3,0.037,4
1987,2021,Oti,Kadjebi,Mfantsipim School,public,52.8,23.9,92.3,90.5,0.034,3
1988,2020,Ahafo,Goaso,Apam SHS,public,55.9,30.1,82.3,85,0.046,0
1989,2025,Oti,Nkwanta South,Apam SHS,public,34.9,25.1,77,79.8,0.046,3
1990,2019,Bono East,Techiman,Adisadel College,mission,56,30.1,82.8,88,0.039,6
1991,2019,Ashanti,Obuasi,Adisadel College,mission,73.5,29.8,83.7,84.9,0.034,4
1992,2024,Upper West,Wa,Adisadel College,private,62,26.2,69.3,88.3,0.05,4
1993,2018,Northern,Yendi,UCC Practice School,private,91,27.6,74.8,81.8,0.051,3
1994,2022,Greater Accra,Kasoa East,St Augustine's College,mission,92.6,32.2,71.8,85.3,0.051,3
1995,2024,Eastern,Suhum,Adisadel College,mission,86.8,32.2,94.1,87.7,0.038,8
1996,2020,Upper West,Wa,Apam SHS,mission,107.7,34.7,63,67.4,0.034,3
1997,2021,Volta,Ho,Wesley Girls,private,32.5,25.2,82.7,88.9,0.051,5
1998,2019,Upper East,Bolgatanga,Ghana National College,private,38.2,30.8,72.2,92.3,0.055,6
1999,2018,Northern,Savelugu,Cape Coast Technical University,private,52.8,31.3,70.4,82.2,0.032,4
2000,2021,Upper West,Wa,Cape Coast Technical University,public,39.2,32.3,80.3,88.3,0.045,5
